clave	veces	ultimo_valor
a.5.gate.thresh	1	0
a.5.invert	1	0
a.5.link2master	1	0
a.5.matrix	1	0
a.5.mgmask	1	0
a.5.mix	1	0
a.5.mtx.0.mute	1	0
a.5.mtx.0.pan	1	0.5
a.5.mtx.0.postproc	1	1
a.5.mtx.0.value	1	0
a.5.mtx.1.mute	1	0
a.5.mtx.1.pan	1	0.5
a.5.mtx.1.postproc	1	1
a.5.mtx.1.value	1	0
a.5.mtx.2.mute	1	0
a.5.mtx.2.pan	1	0.5
a.5.mtx.2.postproc	1	1
a.5.mtx.2.value	1	0
a.5.mtx.3.mute	1	0
a.5.mtx.3.pan	1	0.5
a.5.mtx.3.postproc	1	1
a.5.mtx.3.value	1	0
a.5.mtx.4.mute	1	0
a.5.mtx.4.pan	1	0.5
a.5.mtx.4.postproc	1	1
a.5.mtx.4.value	1	0
a.5.mtx.5.mute	1	0
a.5.mtx.5.pan	1	0.5
a.5.mtx.5.postproc	1	1
a.5.mtx.5.value	1	0
a.5.mtx.6.mute	1	0
a.5.mtx.6.pan	1	0.5
a.5.mtx.6.postproc	1	1
a.5.mtx.6.value	1	0
a.5.mtx.7.mute	1	0
a.5.mtx.7.pan	1	0.5
a.5.mtx.7.postproc	1	1
a.5.mtx.7.value	1	0
a.5.mtx.8.mute	1	0
a.5.mtx.8.pan	1	0.5
a.5.mtx.8.postproc	1	1
a.5.mtx.8.value	1	0
a.5.mtx.9.mute	1	0
a.5.mtx.9.pan	1	0.5
a.5.mtx.9.postproc	1	1
a.5.mtx.9.value	1	0
a.5.mute	1	0
a.5.name	1	
a.5.pan	1	0.5
a.5.safe	1	0
a.5.solo	1	0
a.5.stereoIndex	1	-1
a.5.vca	1	-1
a.6.afs.clearall	1	0
a.6.afs.clearfixed	1	0
a.6.afs.clearlive	1	0
a.6.afs.cmode	1	0
a.6.afs.enabled	1	0
a.6.afs.eq.0	1	1000.0000000000,116.0000000000,0.0000000000,0
a.6.afs.eq.1	1	1000.0000000000,116.0000000000,0.0000000000,0
a.6.afs.eq.10	1	1000.0000000000,116.0000000000,0.0000000000,0
a.6.afs.eq.11	1	1000.0000000000,116.0000000000,0.0000000000,0
a.6.afs.eq.2	1	1000.0000000000,116.0000000000,0.0000000000,0
a.6.afs.eq.3	1	1000.0000000000,116.0000000000,0.0000000000,0
a.6.afs.eq.4	1	1000.0000000000,116.0000000000,0.0000000000,0
a.6.afs.eq.5	1	1000.0000000000,116.0000000000,0.0000000000,0
a.6.afs.eq.6	1	1000.0000000000,116.0000000000,0.0000000000,0
a.6.afs.eq.7	1	1000.0000000000,116.0000000000,0.0000000000,0
a.6.afs.eq.8	1	1000.0000000000,116.0000000000,0.0000000000,0
a.6.afs.eq.9	1	1000.0000000000,116.0000000000,0.0000000000,0
a.6.afs.fmode	1	0
a.6.afs.livelift	1	0
a.6.afs.logic	1	1
a.6.afs.numfixed	1	6
a.6.afs.numtotal	1	12
a.6.afs.sensitivity	1	0.5
a.6.delay	1	0
a.6.dyn.attack	1	0.34375
a.6.dyn.bypass	1	0
a.6.dyn.gain	1	0.75
a.6.dyn.outgain	1	0.3334960938
a.6.dyn.prmod	1	0
a.6.dyn.prname	1	
a.6.dyn.ratio	1	1
a.6.dyn.release	1	0.4887695312
a.6.dyn.softknee	1	0
a.6.dyn.threshold	1	0.875
a.6.eq.bypass	1	0
a.6.eq.hpf	1	0
a.6.eq.linked	1	0
a.6.eq.lpf	1	1
a.6.eq.peak.0	1	0.5
a.6.eq.peak.1	1	0.5
a.6.eq.peak.10	1	0.5
a.6.eq.peak.11	1	0.5
a.6.eq.peak.12	1	0.5
a.6.eq.peak.13	1	0.5
a.6.eq.peak.14	1	0.5
a.6.eq.peak.15	1	0.5
a.6.eq.peak.16	1	0.5
a.6.eq.peak.17	1	0.5
a.6.eq.peak.18	1	0.5
a.6.eq.peak.19	1	0.5
a.6.eq.peak.2	1	0.5
a.6.eq.peak.20	1	0.5
a.6.eq.peak.21	1	0.5
a.6.eq.peak.22	1	0.5
a.6.eq.peak.23	1	0.5
a.6.eq.peak.24	1	0.5
a.6.eq.peak.25	1	0.5
a.6.eq.peak.26	1	0.5
a.6.eq.peak.27	1	0.5
a.6.eq.peak.28	1	0.5
a.6.eq.peak.29	1	0.5
a.6.eq.peak.3	1	0.5
a.6.eq.peak.30	1	0.5
a.6.eq.peak.4	1	0.5
a.6.eq.peak.5	1	0.5
a.6.eq.peak.6	1	0.5
a.6.eq.peak.7	1	0.5
a.6.eq.peak.8	1	0.5
a.6.eq.peak.9	1	0.5
a.6.eq.prmod	1	0
a.6.eq.prname	1	
a.6.forceunmute	1	0
a.6.gate.attack	1	0
a.6.gate.bypass	1	0
a.6.gate.depth	1	0
a.6.gate.enabled	1	1
a.6.gate.hold	1	0.3042441765
a.6.gate.prmod	1	0
a.6.gate.prname	1	
a.6.gate.release	1	0.3150737134
a.6.gate.thresh	1	0
a.6.invert	1	0
a.6.link2master	1	0
a.6.matrix	1	0
a.6.mgmask	1	0
a.6.mix	1	0
a.6.mtx.0.mute	1	0
a.6.mtx.0.pan	1	0.5
a.6.mtx.0.postproc	1	1
a.6.mtx.0.value	1	0
a.6.mtx.1.mute	1	0
a.6.mtx.1.pan	1	0.5
a.6.mtx.1.postproc	1	1
a.6.mtx.1.value	1	0
a.6.mtx.2.mute	1	0
a.6.mtx.2.pan	1	0.5
a.6.mtx.2.postproc	1	1
a.6.mtx.2.value	1	0
a.6.mtx.3.mute	1	0
a.6.mtx.3.pan	1	0.5
a.6.mtx.3.postproc	1	1
a.6.mtx.3.value	1	0
a.6.mtx.4.mute	1	0
a.6.mtx.4.pan	1	0.5
a.6.mtx.4.postproc	1	1
a.6.mtx.4.value	1	0
a.6.mtx.5.mute	1	0
a.6.mtx.5.pan	1	0.5
a.6.mtx.5.postproc	1	1
a.6.mtx.5.value	1	0
a.6.mtx.6.mute	1	0
a.6.mtx.6.pan	1	0.5
a.6.mtx.6.postproc	1	1
a.6.mtx.6.value	1	0
a.6.mtx.7.mute	1	0
a.6.mtx.7.pan	1	0.5
a.6.mtx.7.postproc	1	1
a.6.mtx.7.value	1	0
a.6.mtx.8.mute	1	0
a.6.mtx.8.pan	1	0.5
a.6.mtx.8.postproc	1	1
a.6.mtx.8.value	1	0
a.6.mtx.9.mute	1	0
a.6.mtx.9.pan	1	0.5
a.6.mtx.9.postproc	1	1
a.6.mtx.9.value	1	0
a.6.mute	1	0
a.6.name	1	
a.6.pan	1	0.5
a.6.safe	1	0
a.6.solo	1	0
a.6.stereoIndex	1	-1
a.6.vca	1	-1
a.7.afs.clearall	1	0
a.7.afs.clearfixed	1	0
a.7.afs.clearlive	1	0
a.7.afs.cmode	1	0
a.7.afs.enabled	1	0
a.7.afs.eq.0	1	1000.0000000000,116.0000000000,0.0000000000,0
a.7.afs.eq.1	1	1000.0000000000,116.0000000000,0.0000000000,0
a.7.afs.eq.10	1	1000.0000000000,116.0000000000,0.0000000000,0
a.7.afs.eq.11	1	1000.0000000000,116.0000000000,0.0000000000,0
a.7.afs.eq.2	1	1000.0000000000,116.0000000000,0.0000000000,0
a.7.afs.eq.3	1	1000.0000000000,116.0000000000,0.0000000000,0
a.7.afs.eq.4	1	1000.0000000000,116.0000000000,0.0000000000,0
a.7.afs.eq.5	1	1000.0000000000,116.0000000000,0.0000000000,0
a.7.afs.eq.6	1	1000.0000000000,116.0000000000,0.0000000000,0
a.7.afs.eq.7	1	1000.0000000000,116.0000000000,0.0000000000,0
a.7.afs.eq.8	1	1000.0000000000,116.0000000000,0.0000000000,0
a.7.afs.eq.9	1	1000.0000000000,116.0000000000,0.0000000000,0
a.7.afs.fmode	1	0
a.7.afs.livelift	1	0
a.7.afs.logic	1	1
a.7.afs.numfixed	1	6
a.7.afs.numtotal	1	12
a.7.afs.sensitivity	1	0.5
a.7.delay	1	0
a.7.dyn.attack	1	0.34375
a.7.dyn.bypass	1	0
a.7.dyn.gain	1	0.75
a.7.dyn.outgain	1	0.3334960938
a.7.dyn.prmod	1	0
a.7.dyn.prname	1	
a.7.dyn.ratio	1	1
a.7.dyn.release	1	0.4887695312
a.7.dyn.softknee	1	0
a.7.dyn.threshold	1	0.875
a.7.eq.bypass	1	0
a.7.eq.hpf	1	0
a.7.eq.linked	1	0
a.7.eq.lpf	1	1
a.7.eq.peak.0	1	0.5
a.7.eq.peak.1	1	0.5
a.7.eq.peak.10	1	0.5
a.7.eq.peak.11	1	0.5
a.7.eq.peak.12	1	0.5
a.7.eq.peak.13	1	0.5
a.7.eq.peak.14	1	0.5
a.7.eq.peak.15	1	0.5
a.7.eq.peak.16	1	0.5
a.7.eq.peak.17	1	0.5
a.7.eq.peak.18	1	0.5
a.7.eq.peak.19	1	0.5
a.7.eq.peak.2	1	0.5
a.7.eq.peak.20	1	0.5
a.7.eq.peak.21	1	0.5
a.7.eq.peak.22	1	0.5
a.7.eq.peak.23	1	0.5
a.7.eq.peak.24	1	0.5
a.7.eq.peak.25	1	0.5
a.7.eq.peak.26	1	0.5
a.7.eq.peak.27	1	0.5
a.7.eq.peak.28	1	0.5
a.7.eq.peak.29	1	0.5
a.7.eq.peak.3	1	0.5
a.7.eq.peak.30	1	0.5
a.7.eq.peak.4	1	0.5
a.7.eq.peak.5	1	0.5
a.7.eq.peak.6	1	0.5
a.7.eq.peak.7	1	0.5
a.7.eq.peak.8	1	0.5
a.7.eq.peak.9	1	0.5
a.7.eq.prmod	1	0
a.7.eq.prname	1	
a.7.forceunmute	1	0
a.7.gate.attack	1	0
a.7.gate.bypass	1	0
a.7.gate.depth	1	0
a.7.gate.enabled	1	1
a.7.gate.hold	1	0.3042441765
a.7.gate.prmod	1	0
a.7.gate.prname	1	
a.7.gate.release	1	0.3150737134
a.7.gate.thresh	1	0
a.7.invert	1	0
a.7.link2master	1	0
a.7.matrix	1	0
a.7.mgmask	1	0
a.7.mix	1	0
a.7.mtx.0.mute	1	0
a.7.mtx.0.pan	1	0.5
a.7.mtx.0.postproc	1	1
a.7.mtx.0.value	1	0
a.7.mtx.1.mute	1	0
a.7.mtx.1.pan	1	0.5
a.7.mtx.1.postproc	1	1
a.7.mtx.1.value	1	0
a.7.mtx.2.mute	1	0
a.7.mtx.2.pan	1	0.5
a.7.mtx.2.postproc	1	1
a.7.mtx.2.value	1	0
a.7.mtx.3.mute	1	0
a.7.mtx.3.pan	1	0.5
a.7.mtx.3.postproc	1	1
a.7.mtx.3.value	1	0
a.7.mtx.4.mute	1	0
a.7.mtx.4.pan	1	0.5
a.7.mtx.4.postproc	1	1
a.7.mtx.4.value	1	0
a.7.mtx.5.mute	1	0
a.7.mtx.5.pan	1	0.5
a.7.mtx.5.postproc	1	1
a.7.mtx.5.value	1	0
a.7.mtx.6.mute	1	0
a.7.mtx.6.pan	1	0.5
a.7.mtx.6.postproc	1	1
a.7.mtx.6.value	1	0
a.7.mtx.7.mute	1	0
a.7.mtx.7.pan	1	0.5
a.7.mtx.7.postproc	1	1
a.7.mtx.7.value	1	0
a.7.mtx.8.mute	1	0
a.7.mtx.8.pan	1	0.5
a.7.mtx.8.postproc	1	1
a.7.mtx.8.value	1	0
a.7.mtx.9.mute	1	0
a.7.mtx.9.pan	1	0.5
a.7.mtx.9.postproc	1	1
a.7.mtx.9.value	1	0
a.7.mute	1	0
a.7.name	1	
a.7.pan	1	0.5
a.7.safe	1	0
a.7.solo	1	0
a.7.stereoIndex	1	-1
a.7.vca	1	-1
a.8.afs.clearall	1	0
a.8.afs.clearfixed	1	0
a.8.afs.clearlive	1	0
a.8.afs.cmode	1	0
a.8.afs.enabled	1	0
a.8.afs.eq.0	1	1000.0000000000,116.0000000000,0.0000000000,0
a.8.afs.eq.1	1	1000.0000000000,116.0000000000,0.0000000000,0
a.8.afs.eq.10	1	1000.0000000000,116.0000000000,0.0000000000,0
a.8.afs.eq.11	1	1000.0000000000,116.0000000000,0.0000000000,0
a.8.afs.eq.2	1	1000.0000000000,116.0000000000,0.0000000000,0
a.8.afs.eq.3	1	1000.0000000000,116.0000000000,0.0000000000,0
a.8.afs.eq.4	1	1000.0000000000,116.0000000000,0.0000000000,0
a.8.afs.eq.5	1	1000.0000000000,116.0000000000,0.0000000000,0
a.8.afs.eq.6	1	1000.0000000000,116.0000000000,0.0000000000,0
a.8.afs.eq.7	1	1000.0000000000,116.0000000000,0.0000000000,0
a.8.afs.eq.8	1	1000.0000000000,116.0000000000,0.0000000000,0
a.8.afs.eq.9	1	1000.0000000000,116.0000000000,0.0000000000,0
a.8.afs.fmode	1	0
a.8.afs.livelift	1	0
a.8.afs.logic	1	1
a.8.afs.numfixed	1	6
a.8.afs.numtotal	1	12
a.8.afs.sensitivity	1	0.5
a.8.delay	1	0
a.8.dyn.attack	1	0.34375
a.8.dyn.bypass	1	0
a.8.dyn.gain	1	0.75
a.8.dyn.outgain	1	0.3334960938
a.8.dyn.prmod	1	0
a.8.dyn.prname	1	
a.8.dyn.ratio	1	1
a.8.dyn.release	1	0.4887695312
a.8.dyn.softknee	1	0
a.8.dyn.threshold	1	0.875
a.8.eq.bypass	1	0
a.8.eq.hpf	1	0
a.8.eq.linked	1	0
a.8.eq.lpf	1	1
a.8.eq.peak.0	1	0.005967796419
a.8.eq.peak.1	1	0.02370228578
a.8.eq.peak.10	1	0.5
a.8.eq.peak.11	1	0.5
a.8.eq.peak.12	1	0.5
a.8.eq.peak.13	1	0.5
a.8.eq.peak.14	1	0.5
a.8.eq.peak.15	1	0.5
a.8.eq.peak.16	1	0.5
a.8.eq.peak.17	1	0.5
a.8.eq.peak.18	1	0.5
a.8.eq.peak.19	1	0.5
a.8.eq.peak.2	1	0.008501294899
a.8.eq.peak.20	1	0.5
a.8.eq.peak.21	1	0.5
a.8.eq.peak.22	1	0.5
a.8.eq.peak.23	1	0.5
a.8.eq.peak.24	1	0.5
a.8.eq.peak.25	1	0.5
a.8.eq.peak.26	1	0.5
a.8.eq.peak.27	1	0.5
a.8.eq.peak.28	1	0.5
a.8.eq.peak.29	1	0.5
a.8.eq.peak.3	1	0.5
a.8.eq.peak.30	1	0.5
a.8.eq.peak.4	1	0.5
a.8.eq.peak.5	1	0.5
a.8.eq.peak.6	1	0.5
a.8.eq.peak.7	1	0.5
a.8.eq.peak.8	1	0.5
a.8.eq.peak.9	1	0.5
a.8.eq.prmod	1	1
a.8.eq.prname	1	
a.8.forceunmute	1	0
a.8.gate.attack	1	0
a.8.gate.bypass	1	0
a.8.gate.depth	1	0
a.8.gate.enabled	1	1
a.8.gate.hold	1	0.3042441765
a.8.gate.prmod	1	0
a.8.gate.prname	1	
a.8.gate.release	1	0.3150737134
a.8.gate.thresh	1	0
a.8.invert	1	0
a.8.link2master	1	0
a.8.matrix	1	0
a.8.mgmask	1	0
a.8.mix	1	0
a.8.mtx.0.mute	1	0
a.8.mtx.0.pan	1	0.5
a.8.mtx.0.postproc	1	1
a.8.mtx.0.value	1	0
a.8.mtx.1.mute	1	0
a.8.mtx.1.pan	1	0.5
a.8.mtx.1.postproc	1	1
a.8.mtx.1.value	1	0
a.8.mtx.2.mute	1	0
a.8.mtx.2.pan	1	0.5
a.8.mtx.2.postproc	1	1
a.8.mtx.2.value	1	0
a.8.mtx.3.mute	1	0
a.8.mtx.3.pan	1	0.5
a.8.mtx.3.postproc	1	1
a.8.mtx.3.value	1	0
a.8.mtx.4.mute	1	0
a.8.mtx.4.pan	1	0.5
a.8.mtx.4.postproc	1	1
a.8.mtx.4.value	1	0
a.8.mtx.5.mute	1	0
a.8.mtx.5.pan	1	0.5
a.8.mtx.5.postproc	1	1
a.8.mtx.5.value	1	0
a.8.mtx.6.mute	1	0
a.8.mtx.6.pan	1	0.5
a.8.mtx.6.postproc	1	1
a.8.mtx.6.value	1	0
a.8.mtx.7.mute	1	0
a.8.mtx.7.pan	1	0.5
a.8.mtx.7.postproc	1	1
a.8.mtx.7.value	1	0
a.8.mtx.8.mute	1	0
a.8.mtx.8.pan	1	0.5
a.8.mtx.8.postproc	1	1
a.8.mtx.8.value	1	0
a.8.mtx.9.mute	1	0
a.8.mtx.9.pan	1	0.5
a.8.mtx.9.postproc	1	1
a.8.mtx.9.value	1	0
a.8.mute	1	0
a.8.name	1	
a.8.pan	1	0.5
a.8.safe	1	0
a.8.solo	1	0
a.8.stereoIndex	1	-1
a.8.vca	1	-1
a.9.afs.clearall	1	0
a.9.afs.clearfixed	1	0
a.9.afs.clearlive	1	0
a.9.afs.cmode	1	0
a.9.afs.enabled	1	0
a.9.afs.eq.0	1	1000.0000000000,116.0000000000,0.0000000000,0
a.9.afs.eq.1	1	1000.0000000000,116.0000000000,0.0000000000,0
a.9.afs.eq.10	1	1000.0000000000,116.0000000000,0.0000000000,0
a.9.afs.eq.11	1	1000.0000000000,116.0000000000,0.0000000000,0
a.9.afs.eq.2	1	1000.0000000000,116.0000000000,0.0000000000,0
a.9.afs.eq.3	1	1000.0000000000,116.0000000000,0.0000000000,0
a.9.afs.eq.4	1	1000.0000000000,116.0000000000,0.0000000000,0
a.9.afs.eq.5	1	1000.0000000000,116.0000000000,0.0000000000,0
a.9.afs.eq.6	1	1000.0000000000,116.0000000000,0.0000000000,0
a.9.afs.eq.7	1	1000.0000000000,116.0000000000,0.0000000000,0
a.9.afs.eq.8	1	1000.0000000000,116.0000000000,0.0000000000,0
a.9.afs.eq.9	1	1000.0000000000,116.0000000000,0.0000000000,0
a.9.afs.fmode	1	0
a.9.afs.livelift	1	0
a.9.afs.logic	1	1
a.9.afs.numfixed	1	6
a.9.afs.numtotal	1	12
a.9.afs.sensitivity	1	0.5
a.9.delay	1	0
a.9.dyn.attack	1	0.34375
a.9.dyn.bypass	1	0
a.9.dyn.gain	1	0.75
a.9.dyn.outgain	1	0.3334960938
a.9.dyn.prmod	1	0
a.9.dyn.prname	1	
a.9.dyn.ratio	1	1
a.9.dyn.release	1	0.4887695312
a.9.dyn.softknee	1	0
a.9.dyn.threshold	1	0.875
a.9.eq.bypass	1	0
a.9.eq.hpf	1	0
a.9.eq.linked	1	0
a.9.eq.lpf	1	1
a.9.eq.peak.0	1	0.5
a.9.eq.peak.1	1	0.5
a.9.eq.peak.10	1	0.5
a.9.eq.peak.11	1	0.5
a.9.eq.peak.12	1	0.5
a.9.eq.peak.13	1	0.5
a.9.eq.peak.14	1	0.5
a.9.eq.peak.15	1	0.5
a.9.eq.peak.16	1	0.5
a.9.eq.peak.17	1	0.5
a.9.eq.peak.18	1	0.5
a.9.eq.peak.19	1	0.5
a.9.eq.peak.2	1	0.5
a.9.eq.peak.20	1	0.5
a.9.eq.peak.21	1	0.5
a.9.eq.peak.22	1	0.5
a.9.eq.peak.23	1	0.5
a.9.eq.peak.24	1	0.5
a.9.eq.peak.25	1	0.5
a.9.eq.peak.26	1	0.5
a.9.eq.peak.27	1	0.5
a.9.eq.peak.28	1	0.5
a.9.eq.peak.29	1	0.5
a.9.eq.peak.3	1	0.5
a.9.eq.peak.30	1	0.5
a.9.eq.peak.4	1	0.5
a.9.eq.peak.5	1	0.5
a.9.eq.peak.6	1	0.5
a.9.eq.peak.7	1	0.5
a.9.eq.peak.8	1	0.5
a.9.eq.peak.9	1	0.5
a.9.eq.prmod	1	0
a.9.eq.prname	1	
a.9.forceunmute	1	0
a.9.gate.attack	1	0
a.9.gate.bypass	1	0
a.9.gate.depth	1	0
a.9.gate.enabled	1	1
a.9.gate.hold	1	0.3042441765
a.9.gate.prmod	1	0
a.9.gate.prname	1	
a.9.gate.release	1	0.3150737134
a.9.gate.thresh	1	0
a.9.invert	1	0
a.9.link2master	1	0
a.9.matrix	1	0
a.9.mgmask	1	0
a.9.mix	1	0
a.9.mtx.0.mute	1	0
a.9.mtx.0.pan	1	0.5
a.9.mtx.0.postproc	1	1
a.9.mtx.0.value	1	0
a.9.mtx.1.mute	1	0
a.9.mtx.1.pan	1	0.5
a.9.mtx.1.postproc	1	1
a.9.mtx.1.value	1	0
a.9.mtx.2.mute	1	0
a.9.mtx.2.pan	1	0.5
a.9.mtx.2.postproc	1	1
a.9.mtx.2.value	1	0
a.9.mtx.3.mute	1	0
a.9.mtx.3.pan	1	0.5
a.9.mtx.3.postproc	1	1
a.9.mtx.3.value	1	0
a.9.mtx.4.mute	1	0
a.9.mtx.4.pan	1	0.5
a.9.mtx.4.postproc	1	1
a.9.mtx.4.value	1	0
a.9.mtx.5.mute	1	0
a.9.mtx.5.pan	1	0.5
a.9.mtx.5.postproc	1	1
a.9.mtx.5.value	1	0
a.9.mtx.6.mute	1	0
a.9.mtx.6.pan	1	0.5
a.9.mtx.6.postproc	1	1
a.9.mtx.6.value	1	0
a.9.mtx.7.mute	1	0
a.9.mtx.7.pan	1	0.5
a.9.mtx.7.postproc	1	1
a.9.mtx.7.value	1	0
a.9.mtx.8.mute	1	0
a.9.mtx.8.pan	1	0.5
a.9.mtx.8.postproc	1	1
a.9.mtx.8.value	1	0
a.9.mtx.9.mute	1	0
a.9.mtx.9.pan	1	0.5
a.9.mtx.9.postproc	1	1
a.9.mtx.9.value	1	0
a.9.mute	1	0
a.9.name	1	
a.9.pan	1	0.5
a.9.safe	1	0
a.9.solo	1	0
a.9.stereoIndex	1	-1
a.9.vca	1	-1
AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA=	147	
AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA=	1	
afs.enabled	1	1
automix.a.on	1	0
automix.b.on	1	0
automix.time	1	0.2015580881
casc.0.src	1	
casc.1.src	1	
casc.10.src	1	
casc.11.src	1	
casc.12.src	1	
casc.13.src	1	
casc.14.src	1	
casc.15.src	1	
casc.16.src	1	
casc.17.src	1	
casc.18.src	1	
casc.19.src	1	
casc.2.src	1	
casc.20.src	1	
casc.21.src	1	
casc.22.src	1	
casc.23.src	1	
casc.24.src	1	
casc.25.src	1	
casc.26.src	1	
casc.27.src	1	
casc.28.src	1	
casc.29.src	1	
casc.3.src	1	
casc.30.src	1	
casc.31.src	1	
casc.4.src	1	
casc.5.src	1	
casc.6.src	1	
casc.7.src	1	
casc.8.src	1	
casc.9.src	1	
f.0.aux.0.mute	1	0
f.0.aux.0.pan	1	0.5
f.0.aux.0.post	1	0
f.0.aux.0.postproc	1	1
f.0.aux.0.value	1	0
f.0.aux.1.mute	1	0
f.0.aux.1.pan	1	0.5
f.0.aux.1.post	1	0
f.0.aux.1.postproc	1	1
f.0.aux.1.value	1	0.3367810107
f.0.aux.2.mute	1	0
f.0.aux.2.pan	1	0.5
f.0.aux.2.post	1	0
f.0.aux.2.postproc	1	1
f.0.aux.2.value	1	0
f.0.aux.3.mute	1	0
f.0.aux.3.pan	1	0.5
f.0.aux.3.post	1	0
f.0.aux.3.postproc	1	1
f.0.aux.3.value	1	0
f.0.aux.4.mute	1	0
f.0.aux.4.pan	1	0.5
f.0.aux.4.post	1	0
f.0.aux.4.postproc	1	1
f.0.aux.4.value	1	0
f.0.aux.5.mute	1	0
f.0.aux.5.pan	1	0.5
f.0.aux.5.post	1	0
f.0.aux.5.postproc	1	1
f.0.aux.5.value	1	0
f.0.aux.6.mute	1	0
f.0.aux.6.pan	1	0.5
f.0.aux.6.post	1	0
f.0.aux.6.postproc	1	1
f.0.aux.6.value	1	0
f.0.aux.7.mute	1	0
f.0.aux.7.pan	1	0.5
f.0.aux.7.post	1	0
f.0.aux.7.postproc	1	1
f.0.aux.7.value	1	0
f.0.aux.8.mute	1	0
f.0.aux.8.pan	1	0.5
f.0.aux.8.post	1	0
f.0.aux.8.postproc	1	1
f.0.aux.8.value	1	0
f.0.aux.9.mute	1	0
f.0.aux.9.pan	1	0.5
f.0.aux.9.post	1	0
f.0.aux.9.postproc	1	1
f.0.aux.9.value	1	0
f.0.bpm	1	120
f.0.bypass	1	0
f.0.dyn.attack	1	0.34375
f.0.dyn.bypass	1	0
f.0.dyn.gain	1	0.75
f.0.dyn.outgain	1	0.3334960938
f.0.dyn.prmod	1	0
f.0.dyn.prname	1	
f.0.dyn.ratio	1	1
f.0.dyn.release	1	0.4887695312
f.0.dyn.softknee	1	0
f.0.dyn.threshold	1	0.875
f.0.eq.b1.freq	1	0.3286901902
f.0.eq.b1.gain	1	0.5
f.0.eq.b1.q	1	0.5252185347
f.0.eq.b2.freq	1	0.5323152989
f.0.eq.b2.gain	1	0.4133163866
f.0.eq.b2.q	1	0.5252185347
f.0.eq.b3.freq	1	0.7563259869
f.0.eq.b3.gain	1	0.5
f.0.eq.b3.q	1	0.5252185347
f.0.eq.b4.freq	1	1
f.0.eq.b4.gain	1	0.3007380745
f.0.eq.b4.q	1	0.5252185347
f.0.eq.b5.freq	1	0.9542171999
f.0.eq.b5.gain	1	0.5
f.0.eq.b5.q	1	0.5252185347
f.0.eq.bypass	1	0
f.0.eq.easy	1	0
f.0.eq.hpf.freq	1	0.1701313575
f.0.eq.hpf.slope	1	0
f.0.eq.prmod	1	1
f.0.eq.prname	1	
f.0.forceunmute	1	0
f.0.fxtype	1	0
f.0.gate.attack	1	0
f.0.gate.bypass	1	0
f.0.gate.depth	1	0
f.0.gate.enabled	1	1
f.0.gate.hold	1	0.3042441765
f.0.gate.prmod	1	0
f.0.gate.prname	1	
f.0.gate.release	1	0.3150737134
f.0.gate.thresh	1	0
f.0.mgmask	1	0
f.0.mix	1	0.7647058824
f.0.mute	1	0
f.0.name	1	
f.0.pan	1	0.5
f.0.par1	1	0.8446475196
f.0.par2	1	0.5932114883
f.0.par3	1	0.5
f.0.par4	1	1
f.0.par5	1	0
f.0.par6	1	0
f.0.prmod	1	0
f.0.prname	1	Cathedral
f.0.safe	1	0
f.0.smix	1	0.7647058824
f.0.solo	1	0
f.0.span	1	0.5
f.0.subgroup	1	-1
f.0.vca	1	-1
f.1.aux.0.mute	1	0
f.1.aux.0.pan	1	0.5
f.1.aux.0.post	1	0
f.1.aux.0.postproc	1	1
f.1.aux.0.value	1	0
f.1.aux.1.mute	1	0
f.1.aux.1.pan	1	0.5
f.1.aux.1.post	1	0
f.1.aux.1.postproc	1	1
f.1.aux.1.value	1	0
f.1.aux.2.mute	1	0
f.1.aux.2.pan	1	0.5
f.1.aux.2.post	1	0
f.1.aux.2.postproc	1	1
f.1.aux.2.value	1	0
f.1.aux.3.mute	1	0
f.1.aux.3.pan	1	0.5
f.1.aux.3.post	1	0
f.1.aux.3.postproc	1	1
f.1.aux.3.value	1	0
f.1.aux.4.mute	1	0
f.1.aux.4.pan	1	0.5
f.1.aux.4.post	1	0
f.1.aux.4.postproc	1	1
f.1.aux.4.value	1	0
f.1.aux.5.mute	1	0
f.1.aux.5.pan	1	0.5
f.1.aux.5.post	1	0
f.1.aux.5.postproc	1	1
f.1.aux.5.value	1	0
f.1.aux.6.mute	1	0
f.1.aux.6.pan	1	0.5
f.1.aux.6.post	1	0
f.1.aux.6.postproc	1	1
f.1.aux.6.value	1	0
f.1.aux.7.mute	1	0
f.1.aux.7.pan	1	0.5
f.1.aux.7.post	1	0
f.1.aux.7.postproc	1	1
f.1.aux.7.value	1	0
f.1.aux.8.mute	1	0
f.1.aux.8.pan	1	0.5
f.1.aux.8.post	1	0
f.1.aux.8.postproc	1	1
f.1.aux.8.value	1	0
f.1.aux.9.mute	1	0
f.1.aux.9.pan	1	0.5
f.1.aux.9.post	1	0
