clave	veces	ultimo_valor
f.1.aux.9.postproc	1	1
f.1.aux.9.value	1	0
f.1.bpm	1	152
f.1.bypass	1	0
f.1.dyn.attack	1	0.34375
f.1.dyn.bypass	1	0
f.1.dyn.gain	1	0.75
f.1.dyn.outgain	1	0.3334960938
f.1.dyn.prmod	1	0
f.1.dyn.prname	1	
f.1.dyn.ratio	1	1
f.1.dyn.release	1	0.4887695312
f.1.dyn.softknee	1	0
f.1.dyn.threshold	1	0.875
f.1.eq.b1.freq	1	0.3286901902
f.1.eq.b1.gain	1	0.5
f.1.eq.b1.q	1	0.5252185347
f.1.eq.b2.freq	1	0.5584347738
f.1.eq.b2.gain	1	0.5
f.1.eq.b2.q	1	0.5252185347
f.1.eq.b3.freq	1	0.7563259869
f.1.eq.b3.gain	1	0.5
f.1.eq.b3.q	1	0.5252185347
f.1.eq.b4.freq	1	0.887124964
f.1.eq.b4.gain	1	0.5
f.1.eq.b4.q	1	0.5252185347
f.1.eq.b5.freq	1	0.9542171999
f.1.eq.b5.gain	1	0.5
f.1.eq.b5.q	1	0.5252185347
f.1.eq.bypass	1	0
f.1.eq.easy	1	0
f.1.eq.hpf.freq	1	0
f.1.eq.hpf.slope	1	0
f.1.eq.prmod	1	0
f.1.eq.prname	1	
f.1.forceunmute	1	0
f.1.fxtype	1	0
f.1.gate.attack	1	0
f.1.gate.bypass	1	0
f.1.gate.depth	1	0
f.1.gate.enabled	1	1
f.1.gate.hold	1	0.3042441765
f.1.gate.prmod	1	0
f.1.gate.prname	1	
f.1.gate.release	1	0.3150737134
f.1.gate.thresh	1	0
f.1.mgmask	1	0
f.1.mix	1	0.7647058824
f.1.mute	1	0
f.1.name	1	
f.1.pan	1	0.5
f.1.par1	1	0.5
f.1.par2	1	0.400000006
f.1.par3	1	0.5
f.1.par4	1	1
f.1.par5	1	0
f.1.par6	1	0
f.1.prmod	1	0
f.1.prname	1	
f.1.safe	1	0
f.1.smix	1	0.7647058824
f.1.solo	1	0
f.1.span	1	0.5
f.1.subgroup	1	-1
f.1.vca	1	-1
f.2.aux.0.mute	1	0
f.2.aux.0.pan	1	0.5
f.2.aux.0.post	1	0
f.2.aux.0.postproc	1	1
f.2.aux.0.value	1	0
f.2.aux.1.mute	1	0
f.2.aux.1.pan	1	0.5
f.2.aux.1.post	1	0
f.2.aux.1.postproc	1	1
f.2.aux.1.value	1	0.623582668
f.2.aux.2.mute	1	0
f.2.aux.2.pan	1	0.5
f.2.aux.2.post	1	0
f.2.aux.2.postproc	1	1
f.2.aux.2.value	1	0
f.2.aux.3.mute	1	0
f.2.aux.3.pan	1	0.5
f.2.aux.3.post	1	0
f.2.aux.3.postproc	1	1
f.2.aux.3.value	1	0
f.2.aux.4.mute	1	0
f.2.aux.4.pan	1	0.5
f.2.aux.4.post	1	0
f.2.aux.4.postproc	1	1
f.2.aux.4.value	1	0
f.2.aux.5.mute	1	0
f.2.aux.5.pan	1	0.5
f.2.aux.5.post	1	0
f.2.aux.5.postproc	1	1
f.2.aux.5.value	1	0
f.2.aux.6.mute	1	0
f.2.aux.6.pan	1	0.5
f.2.aux.6.post	1	0
f.2.aux.6.postproc	1	1
f.2.aux.6.value	1	0
f.2.aux.7.mute	1	0
f.2.aux.7.pan	1	0.5
f.2.aux.7.post	1	0
f.2.aux.7.postproc	1	1
f.2.aux.7.value	1	0
f.2.aux.8.mute	1	0
f.2.aux.8.pan	1	0.5
f.2.aux.8.post	1	0
f.2.aux.8.postproc	1	1
f.2.aux.8.value	1	0
f.2.aux.9.mute	1	0
f.2.aux.9.pan	1	0.5
f.2.aux.9.post	1	0
f.2.aux.9.postproc	1	1
f.2.aux.9.value	1	0
f.2.bpm	1	152
f.2.bypass	1	0
f.2.dyn.attack	1	0.34375
f.2.dyn.bypass	1	0
f.2.dyn.gain	1	0.75
f.2.dyn.outgain	1	0.3334960938
f.2.dyn.prmod	1	0
f.2.dyn.prname	1	
f.2.dyn.ratio	1	1
f.2.dyn.release	1	0.4887695312
f.2.dyn.softknee	1	0
f.2.dyn.threshold	1	0.875
f.2.eq.b1.freq	1	0.3286901902
f.2.eq.b1.gain	1	0.5
f.2.eq.b1.q	1	0.5252185347
f.2.eq.b2.freq	1	0.5584347738
f.2.eq.b2.gain	1	0.5
f.2.eq.b2.q	1	0.5252185347
f.2.eq.b3.freq	1	0.7563259869
f.2.eq.b3.gain	1	0.5
f.2.eq.b3.q	1	0.5252185347
f.2.eq.b4.freq	1	0.887124964
f.2.eq.b4.gain	1	0.5
f.2.eq.b4.q	1	0.5252185347
f.2.eq.b5.freq	1	0.9542171999
f.2.eq.b5.gain	1	0.5
f.2.eq.b5.q	1	0.5252185347
f.2.eq.bypass	1	0
f.2.eq.easy	1	0
f.2.eq.hpf.freq	1	0
f.2.eq.hpf.slope	1	0
f.2.eq.prmod	1	0
f.2.eq.prname	1	
f.2.forceunmute	1	0
f.2.fxtype	1	1
f.2.gate.attack	1	0
f.2.gate.bypass	1	0
f.2.gate.depth	1	0
f.2.gate.enabled	1	1
f.2.gate.hold	1	0.3042441765
f.2.gate.prmod	1	0
f.2.gate.prname	1	
f.2.gate.release	1	0.3150737134
f.2.gate.thresh	1	0
f.2.mgmask	1	0
f.2.mix	1	0.7647058824
f.2.mute	1	0
f.2.name	1	
f.2.pan	1	0.5
f.2.par1	1	0.2240437158
f.2.par2	1	0.0625
f.2.par3	1	0.5677595628
f.2.par4	1	0.849726776
f.2.par5	1	0
f.2.par6	1	0
f.2.prmod	1	0
f.2.prname	1	Basic Delay
f.2.safe	1	0
f.2.smix	1	0.7647058824
f.2.solo	1	0
f.2.span	1	0.5
f.2.subgroup	1	-1
f.2.vca	1	-1
f.3.aux.0.mute	1	0
f.3.aux.0.pan	1	0.5
f.3.aux.0.post	1	0
f.3.aux.0.postproc	1	1
f.3.aux.0.value	1	0
f.3.aux.1.mute	1	0
f.3.aux.1.pan	1	0.5
f.3.aux.1.post	1	0
f.3.aux.1.postproc	1	1
f.3.aux.1.value	1	0
f.3.aux.2.mute	1	0
f.3.aux.2.pan	1	0.5
f.3.aux.2.post	1	0
f.3.aux.2.postproc	1	1
f.3.aux.2.value	1	0
f.3.aux.3.mute	1	0
f.3.aux.3.pan	1	0.5
f.3.aux.3.post	1	0
f.3.aux.3.postproc	1	1
f.3.aux.3.value	1	0
f.3.aux.4.mute	1	0
f.3.aux.4.pan	1	0.5
f.3.aux.4.post	1	0
f.3.aux.4.postproc	1	1
f.3.aux.4.value	1	0
f.3.aux.5.mute	1	0
f.3.aux.5.pan	1	0.5
f.3.aux.5.post	1	0
f.3.aux.5.postproc	1	1
f.3.aux.5.value	1	0
f.3.aux.6.mute	1	0
f.3.aux.6.pan	1	0.5
f.3.aux.6.post	1	0
f.3.aux.6.postproc	1	1
f.3.aux.6.value	1	0
f.3.aux.7.mute	1	0
f.3.aux.7.pan	1	0.5
f.3.aux.7.post	1	0
f.3.aux.7.postproc	1	1
f.3.aux.7.value	1	0
f.3.aux.8.mute	1	0
f.3.aux.8.pan	1	0.5
f.3.aux.8.post	1	0
f.3.aux.8.postproc	1	1
f.3.aux.8.value	1	0
f.3.aux.9.mute	1	0
f.3.aux.9.pan	1	0.5
f.3.aux.9.post	1	0
f.3.aux.9.postproc	1	1
f.3.aux.9.value	1	0
f.3.bpm	1	152
f.3.bypass	1	0
f.3.dyn.attack	1	0.34375
f.3.dyn.bypass	1	0
f.3.dyn.gain	1	0.75
f.3.dyn.outgain	1	0.3334960938
f.3.dyn.prmod	1	0
f.3.dyn.prname	1	
f.3.dyn.ratio	1	1
f.3.dyn.release	1	0.4887695312
f.3.dyn.softknee	1	0
f.3.dyn.threshold	1	0.875
f.3.eq.b1.freq	1	0.3286901902
f.3.eq.b1.gain	1	0.5
f.3.eq.b1.q	1	0.5252185347
f.3.eq.b2.freq	1	0.5584347738
f.3.eq.b2.gain	1	0.5
f.3.eq.b2.q	1	0.5252185347
f.3.eq.b3.freq	1	0.7563259869
f.3.eq.b3.gain	1	0.5
f.3.eq.b3.q	1	0.5252185347
f.3.eq.b4.freq	1	0.887124964
f.3.eq.b4.gain	1	0.5
f.3.eq.b4.q	1	0.5252185347
f.3.eq.b5.freq	1	0.9542171999
f.3.eq.b5.gain	1	0.5
f.3.eq.b5.q	1	0.5252185347
f.3.eq.bypass	1	0
f.3.eq.easy	1	0
f.3.eq.hpf.freq	1	0
f.3.eq.hpf.slope	1	0
f.3.eq.prmod	1	0
f.3.eq.prname	1	
f.3.forceunmute	1	0
f.3.fxtype	1	1
f.3.gate.attack	1	0
f.3.gate.bypass	1	0
f.3.gate.depth	1	0
f.3.gate.enabled	1	1
f.3.gate.hold	1	0.3042441765
f.3.gate.prmod	1	0
f.3.gate.prname	1	
f.3.gate.release	1	0.3150737134
f.3.gate.thresh	1	0
f.3.mgmask	1	0
f.3.mix	1	0.7647058824
f.3.mute	1	1
f.3.name	1	
f.3.pan	1	0.5
f.3.par1	1	0
f.3.par2	1	0.5
f.3.par3	1	0.3
f.3.par4	1	1
f.3.par5	1	0
f.3.par6	1	0
f.3.prmod	1	0
f.3.prname	1	
f.3.safe	1	0
f.3.smix	1	0.7647058824
f.3.solo	1	0
f.3.span	1	0.5
f.3.subgroup	1	-1
f.3.vca	1	-1
firmware	1	3.4.8318-ui24
flavour	1	1
GAICAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA=	1	
GAIGBAoCAgAAAAAAAPcAAAAAAPcAAAAAAPcAAAAAAPcAAAAAAPcAAAAAAPcAAAAAAPcAAAAAAPcAAAAAAPcAAAAAAPcAAAAAAPcAAAAAAPcAAAAAAPcAAAAAAPcAAAAAAHcAAAAAAPcAAAAAAPcAAAAAAPcAAAAAAPcAAAAAAPcAAAAAAPcAAAAAAPcAAAAAAPcAAAAAAPcAAAAAAPcAAAAAAPcAAAAAAAD3AAAAAAAA9wAAAAAAAPcAAAAAAAD3AAAAAAAA9wAAAAAAAPcAAAAAAAD3AAAAAAAA9wAAAAAAAPcAAAAAAAD3AAAAAPcAAAAA9wAAAAD3AAAAAPcAAAAA9wAAAAD3AAAAAPcAAAAA9wAAAAD3AAAAAPcAAAAA9wAAAAD3AAAAAAD3AAAAAAD3	1	
hw.0.disablegain	1	0
hw.0.gain	1	0.4872646733
hw.0.hiz	1	0
hw.0.phantom	1	0
hw.1.disablegain	1	0
hw.1.gain	1	0.3222748815
hw.1.hiz	1	0
hw.1.phantom	1	0
hw.10.disablegain	1	0
hw.10.gain	1	0.5897009967
hw.10.hiz	1	0
hw.10.phantom	1	0
hw.11.disablegain	1	0
hw.11.gain	1	0.2973345362
hw.11.hiz	1	0
hw.11.phantom	1	0
hw.12.disablegain	1	0
hw.12.gain	1	0.2973330685
hw.12.hiz	1	0
hw.12.phantom	1	0
hw.13.disablegain	1	0
hw.13.gain	1	0
hw.13.hiz	1	0
hw.13.phantom	1	0
hw.14.disablegain	1	0
hw.14.gain	1	0
hw.14.hiz	1	0
hw.14.phantom	1	0
hw.15.disablegain	1	0
hw.15.gain	1	0
hw.15.hiz	1	0
hw.15.phantom	1	0
hw.16.disablegain	1	0
hw.16.gain	1	0
hw.16.hiz	1	0
hw.16.phantom	1	0
hw.17.disablegain	1	0
hw.17.gain	1	0
hw.17.hiz	1	0
hw.17.phantom	1	0
hw.18.disablegain	1	0
hw.18.gain	1	0.4743609222
hw.18.hiz	1	0
hw.18.phantom	1	0
hw.19.disablegain	1	0
hw.19.gain	1	0.2407778468
hw.19.hiz	1	0
hw.19.phantom	1	0
hw.2.disablegain	1	0
hw.2.gain	1	0.3100775194
hw.2.hiz	1	0
hw.2.phantom	1	0
hw.3.disablegain	1	0
hw.3.gain	1	0.5454042082
hw.3.hiz	1	0
hw.3.phantom	1	0
hw.4.disablegain	1	0
hw.4.gain	1	0
hw.4.hiz	1	0
hw.4.phantom	1	0
hw.5.disablegain	1	0
hw.5.gain	1	0
hw.5.hiz	1	0
hw.5.phantom	1	0
hw.6.disablegain	1	0
hw.6.gain	1	0
hw.6.hiz	1	0
hw.6.phantom	1	0
hw.7.disablegain	1	0
hw.7.gain	1	0.4872646733
hw.7.hiz	1	0
hw.7.phantom	1	0
hw.8.disablegain	1	0
hw.8.gain	1	0.5305880781
hw.8.hiz	1	0
hw.8.phantom	1	0
hw.9.disablegain	1	0
hw.9.gain	1	0.5011074197
hw.9.hiz	1	0
hw.9.phantom	1	0
hwoutaux.0.src	1	a.0
hwoutaux.1.src	1	a.1
hwoutaux.2.src	1	a.2
hwoutaux.3.src	1	a.3
hwoutaux.4.src	1	a.4
hwoutaux.5.src	1	a.5
hwoutaux.6.src	1	none
hwoutaux.7.src	1	a.7
hwoutaux.8.src	1	
hwoutaux.9.src	1	
hwouthp.0.src	1	hp.0
hwouthp.1.src	1	hp.1
hwouthp.2.src	1	hp.2
hwouthp.3.src	1	hp.3
hwouthpdsp.0.src	1	hpdsp.0
hwouthpdsp.1.src	1	hpdsp.1
hwouthpdsp.2.src	1	hpdsp.2
hwouthpdsp.3.src	1	hpdsp.3
hwoutm.0.src	1	m.0
hwoutm.1.src	1	m.1
i.0.amix	1	0.5
i.0.amixgroup	1	-1
i.0.aux.0.mute	1	0
i.0.aux.0.pan	1	0.5
i.0.aux.0.post	1	0
i.0.aux.0.postproc	1	1
i.0.aux.0.value	1	0.3165433325
i.0.aux.1.mute	1	0
i.0.aux.1.pan	1	0.5
i.0.aux.1.post	1	0
i.0.aux.1.postproc	1	1
i.0.aux.1.value	1	0.3554653299
i.0.aux.2.mute	1	0
i.0.aux.2.pan	1	0.5
i.0.aux.2.post	1	0
i.0.aux.2.postproc	1	1
i.0.aux.2.value	1	0
i.0.aux.3.mute	1	0
i.0.aux.3.pan	1	0.5
i.0.aux.3.post	1	0
i.0.aux.3.postproc	1	1
i.0.aux.3.value	1	0
i.0.aux.4.mute	1	0
i.0.aux.4.pan	1	0.5
i.0.aux.4.post	1	0
i.0.aux.4.postproc	1	1
i.0.aux.4.value	1	0
i.0.aux.5.mute	1	0
i.0.aux.5.pan	1	0.5
i.0.aux.5.post	1	0
i.0.aux.5.postproc	1	1
i.0.aux.5.value	1	0
i.0.aux.6.mute	1	0
i.0.aux.6.pan	1	0.5
i.0.aux.6.post	1	0
i.0.aux.6.postproc	1	1
i.0.aux.6.value	1	0
i.0.aux.7.mute	1	0
i.0.aux.7.pan	1	0.5
i.0.aux.7.post	1	0
i.0.aux.7.postproc	1	1
i.0.aux.7.value	1	0
i.0.aux.8.mute	1	0
i.0.aux.8.pan	1	0.5
i.0.aux.8.post	1	0
i.0.aux.8.postproc	1	1
i.0.aux.8.value	1	0
i.0.aux.9.mute	1	0
i.0.aux.9.pan	1	0.5
i.0.aux.9.post	1	0
i.0.aux.9.postproc	1	1
i.0.aux.9.value	1	0
i.0.color	1	0
i.0.deesser.enabled	1	0
i.0.deesser.freq	1	0.773310034
i.0.deesser.ratio	1	0.4
i.0.deesser.threshold	1	0.46875
i.0.delay	1	0
i.0.digitech.amp	1	52
i.0.digitech.bass	1	0.4532501758
i.0.digitech.cab	1	20
i.0.digitech.enabled	1	0
i.0.digitech.gain	1	0.874191534
i.0.digitech.level	1	0.8592760376
i.0.digitech.mid	1	0.4343158753
i.0.digitech.treble	1	0.4861255102
i.0.disablegain	1	0
i.0.dyn.attack	1	0.34375
i.0.dyn.bypass	1	0
i.0.dyn.gain	1	0.75
i.0.dyn.outgain	1	0.446703641
i.0.dyn.prmod	1	0
i.0.dyn.prname	1	
i.0.dyn.ratio	1	0.5377358491
i.0.dyn.release	1	0.4887695312
i.0.dyn.softknee	1	0
i.0.dyn.threshold	1	0.875
i.0.eq.b1.freq	1	0.2951819125
i.0.eq.b1.gain	1	0.4850792743
i.0.eq.b1.q	1	0.5252185347
i.0.eq.b2.freq	1	0.5372414822
i.0.eq.b2.gain	1	0.3614441335
i.0.eq.b2.q	1	0.5252185347
i.0.eq.b3.freq	1	0.7932810314
i.0.eq.b3.gain	1	0.5565836231
i.0.eq.b3.q	1	0.5252185347
i.0.eq.b4.freq	1	0.903526361
i.0.eq.b4.gain	1	0.5353937922
i.0.eq.b4.q	1	0.5252185347
i.0.eq.b5.freq	1	0.9542171999
i.0.eq.b5.gain	1	0.5
i.0.eq.b5.q	1	0.5252185347
i.0.eq.bypass	1	0
i.0.eq.easy	1	0
i.0.eq.hpf.freq	1	0.2567620874
i.0.eq.hpf.slope	1	0
i.0.eq.lpf.freq	1	0.9966803654
i.0.eq.lpf.slope	1	0
i.0.eq.prmod	1	1
i.0.eq.prname	1	
i.0.exclude	1	0
i.0.forceunmute	1	0
i.0.fx.0.mute	1	0
i.0.fx.0.post	1	1
i.0.fx.0.value	1	0.398484886
i.0.fx.1.mute	1	0
i.0.fx.1.post	1	1
i.0.fx.1.value	1	0
i.0.fx.2.mute	1	0
i.0.fx.2.post	1	1
i.0.fx.2.value	1	0.1518039623
i.0.fx.3.mute	1	0
i.0.fx.3.post	1	1
i.0.fx.3.value	1	0.2466829839
i.0.gain	1	0
i.0.gate.attack	1	0
i.0.gate.bypass	1	0
i.0.gate.depth	1	0
i.0.gate.enabled	1	1
i.0.gate.hold	1	0.3042441765
i.0.gate.prmod	1	0
i.0.gate.prname	1	
i.0.gate.release	1	0.3150737134
i.0.gate.thresh	1	0
i.0.hiz	1	0
i.0.instrument	1	
i.0.invert	1	0
i.0.iosyscmd	1	
i.0.iosysname	1	
i.0.mgmask	1	0
i.0.mix	1	0.4044395064
i.0.mtkrec	1	1
i.0.mute	1	0
i.0.name	1	GTR GAB
i.0.pan	1	0.5
i.0.phantom	1	0
i.0.safe	1	0
i.0.scsrc	1	ua.0
i.0.solo	1	0
i.0.src	1	hw.0
i.0.stereoIndex	1	-1
i.0.subgroup	1	-1
i.0.vca	1	-1
i.1.amix	1	0.5
i.1.amixgroup	1	-1
i.1.aux.0.mute	1	0
i.1.aux.0.pan	1	0.5
i.1.aux.0.post	1	0
i.1.aux.0.postproc	1	1
i.1.aux.0.value	1	0.1360202677
i.1.aux.1.mute	1	0
i.1.aux.1.pan	1	0.5
i.1.aux.1.post	1	0
i.1.aux.1.postproc	1	1
i.1.aux.1.value	1	0.1369035741
i.1.aux.2.mute	1	0
i.1.aux.2.pan	1	0.5
i.1.aux.2.post	1	0
i.1.aux.2.postproc	1	1
i.1.aux.2.value	1	0.3547239459
i.1.aux.3.mute	1	0
i.1.aux.3.pan	1	0.5
i.1.aux.3.post	1	0
i.1.aux.3.postproc	1	1
i.1.aux.3.value	1	0
i.1.aux.4.mute	1	0
i.1.aux.4.pan	1	0.5
i.1.aux.4.post	1	0
i.1.aux.4.postproc	1	1
i.1.aux.4.value	1	0
i.1.aux.5.mute	1	0
i.1.aux.5.pan	1	0.5
i.1.aux.5.post	1	0
i.1.aux.5.postproc	1	1
i.1.aux.5.value	1	0
i.1.aux.6.mute	1	0
i.1.aux.6.pan	1	0.5
i.1.aux.6.post	1	0
i.1.aux.6.postproc	1	1
i.1.aux.6.value	1	0
i.1.aux.7.mute	1	0
i.1.aux.7.pan	1	0.5
i.1.aux.7.post	1	0
i.1.aux.7.postproc	1	1
i.1.aux.7.value	1	0
i.1.aux.8.mute	1	0
i.1.aux.8.pan	1	0.5
i.1.aux.8.post	1	0
i.1.aux.8.postproc	1	1
i.1.aux.8.value	1	0
i.1.aux.9.mute	1	0
i.1.aux.9.pan	1	0.5
i.1.aux.9.post	1	0
i.1.aux.9.postproc	1	1
i.1.aux.9.value	1	0
i.1.color	1	0
i.1.deesser.enabled	1	0
i.1.deesser.freq	1	0.773310034
i.1.deesser.ratio	1	0.4
i.1.deesser.threshold	1	0.46875
i.1.delay	1	0
i.1.digitech.amp	1	32
i.1.digitech.bass	1	0.6702313079
i.1.digitech.cab	1	13
i.1.digitech.enabled	1	0
i.1.digitech.gain	1	0.3704546193
i.1.digitech.level	1	0.7869917355
i.1.digitech.mid	1	0.4060139885
i.1.digitech.treble	1	0.5132699942
i.1.disablegain	1	0
i.1.dyn.attack	1	0.34375
i.1.dyn.bypass	1	0
i.1.dyn.gain	1	0.75
i.1.dyn.outgain	1	0.446703641
i.1.dyn.prmod	1	0
i.1.dyn.prname	1	
i.1.dyn.ratio	1	0.5377358491
i.1.dyn.release	1	0.4887695312
i.1.dyn.softknee	1	0
i.1.dyn.threshold	1	0.875
i.1.eq.b1.freq	1	0.2951819125
i.1.eq.b1.gain	1	0.4850792743
i.1.eq.b1.q	1	0.5252185347
i.1.eq.b2.freq	1	0.5960297286
i.1.eq.b2.gain	1	0.3528409568
i.1.eq.b2.q	1	0.5252185347
i.1.eq.b3.freq	1	0.7665331826
i.1.eq.b3.gain	1	0.5901534827
i.1.eq.b3.q	1	0.5252185347
i.1.eq.b4.freq	1	0.9504205191
i.1.eq.b4.gain	1	0.636279054
i.1.eq.b4.q	1	0.5252185347
i.1.eq.b5.freq	1	0.9542171999
i.1.eq.b5.gain	1	0.5
i.1.eq.b5.q	1	0.5252185347
i.1.eq.bypass	1	0
i.1.eq.easy	1	0
i.1.eq.hpf.freq	1	0.2567620874
i.1.eq.hpf.slope	1	0
i.1.eq.lpf.freq	1	0.9966803654
i.1.eq.lpf.slope	1	0
i.1.eq.prmod	1	1
i.1.eq.prname	1	
i.1.exclude	1	0
i.1.forceunmute	1	0
i.1.fx.0.mute	1	0
i.1.fx.0.post	1	1
i.1.fx.0.value	1	0.3415599453
i.1.fx.1.mute	1	0
i.1.fx.1.post	1	1
i.1.fx.1.value	1	0
i.1.fx.2.mute	1	0
i.1.fx.2.post	1	1
i.1.fx.2.value	1	0
i.1.fx.3.mute	1	0
i.1.fx.3.post	1	1
i.1.fx.3.value	1	0
i.1.gain	1	0
i.1.gate.attack	1	0
i.1.gate.bypass	1	0
i.1.gate.depth	1	0
i.1.gate.enabled	1	1
i.1.gate.hold	1	0.3042441765
i.1.gate.prmod	1	0
i.1.gate.prname	1	
i.1.gate.release	1	0.3150737134
i.1.gate.thresh	1	0
i.1.hiz	1	0
i.1.instrument	1	
i.1.invert	1	0
i.1.iosyscmd	1	
i.1.iosysname	1	
i.1.mgmask	1	0
i.1.mix	1	0.5430949867
i.1.mtkrec	1	1
i.1.mute	1	0
i.1.name	1	BAJO OKU
i.1.pan	1	0.5
i.1.phantom	1	0
i.1.safe	1	0
i.1.scsrc	1	ub.1
i.1.solo	1	0
i.1.src	1	hw.1
i.1.stereoIndex	1	-1
i.1.subgroup	1	-1
i.1.vca	1	-1
i.10.amix	1	0.5
i.10.amixgroup	1	-1
i.10.aux.0.mute	1	0
i.10.aux.0.pan	1	0.5
i.10.aux.0.post	1	0
i.10.aux.0.postproc	1	1
i.10.aux.0.value	1	0.3301119703
i.10.aux.1.mute	1	0
i.10.aux.1.pan	1	0.5
i.10.aux.1.post	1	0
i.10.aux.1.postproc	1	1
i.10.aux.1.value	1	0.4158588918
i.10.aux.2.mute	1	0
i.10.aux.2.pan	1	0.5
i.10.aux.2.post	1	0
i.10.aux.2.postproc	1	1
i.10.aux.2.value	1	0
i.10.aux.3.mute	1	0
i.10.aux.3.pan	1	0.5
i.10.aux.3.post	1	0
i.10.aux.3.postproc	1	1
i.10.aux.3.value	1	0
i.10.aux.4.mute	1	0
i.10.aux.4.pan	1	0.5
i.10.aux.4.post	1	0
i.10.aux.4.postproc	1	1
i.10.aux.4.value	1	0
i.10.aux.5.mute	1	0
i.10.aux.5.pan	1	0.5
i.10.aux.5.post	1	0
i.10.aux.5.postproc	1	1
i.10.aux.5.value	1	0
i.10.aux.6.mute	1	0
i.10.aux.6.pan	1	0.5
i.10.aux.6.post	1	0
i.10.aux.6.postproc	1	1
i.10.aux.6.value	1	0
i.10.aux.7.mute	1	0
i.10.aux.7.pan	1	0.5
i.10.aux.7.post	1	0
i.10.aux.7.postproc	1	1
i.10.aux.7.value	1	0
i.10.aux.8.mute	1	0
i.10.aux.8.pan	1	0.5
i.10.aux.8.post	1	0
i.10.aux.8.postproc	1	1
i.10.aux.8.value	1	0
i.10.aux.9.mute	1	0
i.10.aux.9.pan	1	0.5
i.10.aux.9.post	1	0
i.10.aux.9.postproc	1	1
i.10.aux.9.value	1	0
i.10.color	1	0
i.10.deesser.enabled	1	0
i.10.deesser.freq	1	0.773310034
i.10.deesser.ratio	1	0.4
i.10.deesser.threshold	1	0.46875
i.10.delay	1	0
i.10.disablegain	1	0
i.10.dyn.attack	1	0.1571815718
i.10.dyn.bypass	1	0
i.10.dyn.gain	1	0.75
i.10.dyn.outgain	1	0.4579612466
i.10.dyn.prmod	1	0
i.10.dyn.prname	1	
i.10.dyn.ratio	1	0.243902439
i.10.dyn.release	1	0.3094194614
i.10.dyn.softknee	1	1
i.10.dyn.threshold	1	0.6057680667
i.10.eq.b1.freq	1	0.368902631
i.10.eq.b1.gain	1	0.5041898054
i.10.eq.b1.q	1	0.5
i.10.eq.b2.freq	1	0.5215036937
i.10.eq.b2.gain	1	0.4802128675
i.10.eq.b2.q	1	0.5
i.10.eq.b3.freq	1	0.634718687
i.10.eq.b3.gain	1	0.4120922759
i.10.eq.b3.q	1	0.4471766849
i.10.eq.b4.freq	1	0.791567066
i.10.eq.b4.gain	1	0.5606134503
i.10.eq.b4.q	1	0.3907103825
i.10.eq.b5.freq	1	0.9542171999
i.10.eq.b5.gain	1	0.5
i.10.eq.b5.q	1	0.5252185347
i.10.eq.bypass	1	0
i.10.eq.easy	1	0
i.10.eq.hpf.freq	1	0.2201033147
i.10.eq.hpf.slope	1	2
i.10.eq.lpf.freq	1	0.8499966536
i.10.eq.lpf.slope	1	0
i.10.eq.prmod	1	1
i.10.eq.prname	1	Voz gab
i.10.exclude	1	0
i.10.forceunmute	1	0
i.10.fx.0.mute	1	0
i.10.fx.0.post	1	1
i.10.fx.0.value	1	0.5404257333
i.10.fx.1.mute	1	0
i.10.fx.1.post	1	1
i.10.fx.1.value	1	0
i.10.fx.2.mute	1	0
i.10.fx.2.post	1	1
i.10.fx.2.value	1	0.3479066828
i.10.fx.3.mute	1	0
i.10.fx.3.post	1	1
i.10.fx.3.value	1	0.4005945905
i.10.gain	1	0
i.10.gate.attack	1	0
i.10.gate.bypass	1	0
i.10.gate.depth	1	0
i.10.gate.enabled	1	1
i.10.gate.hold	1	0.3042441765
i.10.gate.prmod	1	0
i.10.gate.prname	1	Voz gab
i.10.gate.release	1	0.3150737134
i.10.gate.thresh	1	0
i.10.instrument	1	
i.10.invert	1	0
i.10.iosyscmd	1	
i.10.iosysname	1	
i.10.mgmask	1	0
i.10.mix	1	0.4230769231
i.10.mtkrec	1	1
i.10.mute	1	0
i.10.name	1	VOZ GAB
i.10.pan	1	0.5
i.10.phantom	1	0
i.10.safe	1	0
i.10.scsrc	1	ua.10
i.10.solo	1	0
i.10.src	1	hw.10
i.10.stereoIndex	1	-1
i.10.subgroup	1	-1
i.10.vca	1	-1
i.11.amix	1	0.5
i.11.amixgroup	1	-1
i.11.aux.0.mute	1	0
i.11.aux.0.pan	1	0.5
i.11.aux.0.post	1	0
i.11.aux.0.postproc	1	1
i.11.aux.0.value	1	0.4149984864
i.11.aux.1.mute	1	0
i.11.aux.1.pan	1	0.5
i.11.aux.1.post	1	0
i.11.aux.1.postproc	1	1
i.11.aux.1.value	1	0.4238731691
i.11.aux.2.mute	1	0
i.11.aux.2.pan	1	0.5
i.11.aux.2.post	1	0
i.11.aux.2.postproc	1	1
i.11.aux.2.value	1	0
i.11.aux.3.mute	1	0
i.11.aux.3.pan	1	0.5
i.11.aux.3.post	1	0
i.11.aux.3.postproc	1	1
i.11.aux.3.value	1	0
i.11.aux.4.mute	1	0
i.11.aux.4.pan	1	0.5
i.11.aux.4.post	1	0
i.11.aux.4.postproc	1	1
i.11.aux.4.value	1	0
i.11.aux.5.mute	1	0
i.11.aux.5.pan	1	0.5
